director_name,genres,actor_1_name,movie_title,imdb_score,title_year
Scott Waugh,Action|Crime|Drama|Thriller,Rami Malek,Need for Speed,7.7,2014
Scott Ziehl,Drama,William Smith,Broken Vessels,4.6,1998
Sean Anders,Adventure|Comedy|Romance,Katrina Bowden,Sex Drive,6.7,2008
Sean Anders,Comedy|Crime,Kevin Spacey,Horrible Bosses 2,7.3,2014
Sean Anders,Comedy|Family,Will Ferrell,Daddy's Home,7.4,2015
Sean Anders,Comedy,Adam Sandler,That's My Boy,7.5,2012
Sean Byrne,Horror|Thriller,Robin McLeavy,The Loved Ones,5.7,2009
Sean Durkin,Drama|Mystery|Thriller,Christopher Abbott,Martha Marcy May Marlene,4.9,2011
Sean McNamara,Family|Music|Romance,Oliver James,Raise Your Voice,6.5,2004
Sean McNamara,Biography|Drama|Family|Sport,Dennis Quaid,Soul Surfer,6.6,2011
Sean Penn,Adventure|Biography|Drama,Kristen Stewart,Into the Wild,6.7,2007
Sean Penn,Crime|Drama|Mystery|Thriller,Costas Mandylor,The Pledge,7.3,2001
Serdar Akar,Action|Adventure,Necati Sasmaz,Valley of the Wolves: Iraq,6.1,2006
Sergey Bodrov,Adventure|Biography|Drama|History|War,Tadanobu Asano,Mongol: The Rise of Genghis Khan,6.6,2007
Sergey Bodrov,Drama|History|War,Jay Hernandez,Nomad: The Warrior,7.2,2005
Sergey Bodrov,Action|Adventure|Fantasy,Jeff Bridges,Seventh Son,8,2014
Sergey Bondarchuk,Action|Drama|History|War,Rod Steiger,Waterloo,6.8,1970
Sergio Leone,Action|Drama|Western,Clint Eastwood,A Fistful of Dollars,3.9,1964
Sergio Leone,Western,Clint Eastwood,"""The Good",5.1,1200000
Sergio Leone,Western,Claudia Cardinale,Once Upon a Time in the West,5.8,1968
Sergio Leone,Crime|Drama,Robert De Niro,Once Upon a Time in America,7,1984
Seth Gordon,Comedy|Crime,Jon Favreau,Identity Thief,7.2,2013
Seth Gordon,Comedy|Crime,Kevin Spacey,Horrible Bosses,7.2,2011
Seth Gordon,Comedy|Drama|Romance,Jon Favreau,Four Christmases,7.9,2008
Seth MacFarlane,Comedy|Western,Liam Neeson,A Million Ways to Die in the West,7.2,2014
Seth MacFarlane,Comedy|Fantasy,Mila Kunis,Ted,7.5,2012
Seth MacFarlane,Comedy,Liam Neeson,Ted 2,7.7,2015
Shana Feste,Drama|Romance,Jennifer Ehle,The Greatest,5.9,2009
Shana Feste,Drama|Music,Leighton Meester,Country Strong,6.5,2010
Shana Feste,Drama|Romance,Alex Pettyfer,Endless Love,6.7,2014
Shane Acker,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,Martin Landau,9,7,2009
Shane Black,Comedy|Crime|Mystery,Robert Downey Jr.,Kiss Kiss Bang Bang,6.5,2005
Shane Black,Action|Adventure|Sci-Fi,Robert Downey Jr.,Iron Man 3,593,2013
Shane Carruth,Drama|Sci-Fi|Thriller,Shane Carruth,Primer,2,2004
Shane Dawson,Comedy,Shane Dawson,Not Cool,4.7,2014
Shane Meadows,Crime|Drama|Thriller,Paddy Considine,Dead Man's Shoes,5.1,2004
Shane Meadows,Comedy|Drama|Romance|Sport,Bob Hoskins,24 7: Twenty Four Seven,5.3,1997
Shane Meadows,Crime|Drama,Stephen Graham,This Is England,5.4,2006
Shane Meadows,Comedy|Drama,Bob Hoskins,A Room for Romeo Brass,5.9,1999
Shari Springer Berman,Biography|Comedy|Drama,Josh Hutcherson,American Splendor,5.4,2003
Shari Springer Berman,Comedy,Lynn Cohen,The Extra Man,6,2010
Sharon Greytak,Drama,Sally Kirkland,Archaeology of a Woman,3.6,2012
Sharon Maguire,Comedy|Drama|Romance,Colin Firth,Bridget Jones's Diary,6.9,2001
Sharron Miller,Horror,Bernard Fox,Alien Zone,6,1978
Shawn Levy,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar,6.4,2002
Shawn Levy,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar,6.5,2002
Shawn Levy,Comedy|Drama,Tina Fey,This Is Where I Leave You,6.7,2014
Shawn Levy,Comedy|Romance,Taran Killam,Just Married,6.7,2003
Shawn Levy,Comedy|Family,Tom Welling,Cheaper by the Dozen,7.3,2003
Shawn Levy,Comedy,Josh Gad,The Internship,7.5,2013
Shawn Levy,Comedy|Crime|Romance|Thriller,Mila Kunis,Date Night,7.5,2010
Shawn Levy,Adventure|Comedy|Crime|Family|Mystery,Roger Rees,The Pink Panther,7.8,2006
Shawn Levy,Action|Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum,8.1,2006
Shawn Levy,Action|Drama|Sci-Fi|Sport,Hugh Jackman,Real Steel,8.1,2011
Shawn Levy,Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum: Secret of the Tomb,8.3,2014
Shawn Levy,Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum: Battle of the Smithsonian,8.5,2009
Shekar,Comedy|Romance,Bhama,Barfi,5.8,2013
Shekhar Kapur,Biography|Drama|History,Fanny Ardant,Elizabeth,6.9,1998
Shekhar Kapur,Adventure|Drama|Romance|War,Djimon Hounsou,The Four Feathers,7.1,2002
Shekhar Kapur,Biography|Drama|History|War,Eddie Redmayne,Elizabeth: The Golden Age,7.5,2007
Sheldon Lettich,Action|Drama,Antoni Corone,Only the Strong,5.9,1993
Sheldon Lettich,Action|Crime,Bolo Yeung,Double Impact,6.6,1991
Sherman Alexie,Drama|Music,William Joseph Elk III,The Business of Fancydancing,3.8,2002
Shimit Amin,Comedy|Drama,Ranbir Kapoor,Rocket Singh: Salesman of the Year,5,2009
Shinji Aramaki,Adventure|Animation|Sci-Fi,Shun Oguri,Harlock: Space Pirate,7,2013
Shintaro Shimosawa,Drama|Thriller,Al Pacino,Misconduct,6.3,2016
Shona Auerbach,Drama|Romance,Gerard Butler,Dear Frankie,5.8,2004
Shyam Madiraju,Drama|Thriller,Jessica Lowndes,Eden,5.4,2015
Siddharth Anand,Comedy|Family|Romance,Saif Ali Khan,Ta Ra Rum Pum,6.1,2007
Siddiq Barmak,Drama,Marina Golbahari,Osama,4.5,2003
Sidney J. Furie,Action|Adventure|Family|Sci-Fi,Jim Broadbent,Superman IV: The Quest for Peace,6.6,1987
Sidney Lumet,Crime|Drama,Jack Warden,12 Angry Men,4.2,1957
Sidney Lumet,Drama|Romance,Robert Duvall,Network,5.7,1976
Sidney Lumet,Comedy|Drama,Kyra Sedgwick,Critical Care,6.3,1997
Sidney Lumet,Biography|Comedy|Crime|Drama,Peter Dinklage,Find Me Guilty,6.4,2006
Sidney Lumet,Drama,Charlotte Rampling,The Verdict,6.6,1982
Sidney Lumet,Adventure|Family|Fantasy|Music|Musical,Lena Horne,The Wiz,6.8,1978
Simeon Rice,Action|Horror|Thriller,Ward G. Smith,Unsullied,5.2,2014
Simon Curtis,Biography|Drama,Eddie Redmayne,My Week with Marilyn,6.2,2011
Simon Curtis,Biography|Drama|History,Ryan Reynolds,Woman in Gold,6.3,2015
Simon Napier-Bell,Documentary,Alice Cooper,"""To Be Frank",5.3,2000000
Simon Wells,Action|Adventure|Sci-Fi,Mark Addy,The Time Machine,7.8,2002
Simon Wells,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Elisabeth Harnois,Mars Needs Moms,8.4,2011
Simon West,Horror|Thriller,Madeline Carroll,When a Stranger Calls,6.5,2006
Simon West,Action|Crime|Drama|Thriller,Jason Statham,Wild Card,7,2015
Simon West,Action|Crime|Drama|Thriller,Nicolas Cage,Stolen,7.1,2012
Simon West,Action|Crime|Thriller,Jason Statham,The Mechanic,7.3,2011
Simon West,Drama|Mystery|Thriller,Daniel von Bargen,The General's Daughter,7.6,1999
Simon West,Action|Crime|Thriller,Steve Buscemi,Con Air,7.8,1997
Simon West,Action|Adventure|Fantasy|Thriller,Angelina Jolie Pitt,Lara Croft: Tomb Raider,8,2001
Simon West,Action|Adventure|Thriller,Jason Statham,The Expendables 2,8.1,2012
Simon Wincer,Action|Adventure|Drama|Romance|Western,Alan Rickman,Quigley Down Under,6.7,1990
Simon Wincer,Action|Crime|Drama|Thriller|Western,Vanessa Williams,Harley Davidson and the Marlboro Man,6.8,1991
Simon Wincer,Adventure|Comedy|Crime,Jere Burns,Crocodile Dundee in Los Angeles,6.9,2001
Simon Wincer,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,The Phantom,7.3,1996
Simon Yin,Thriller,Paul Sheehan,Supercapitalist,5.3,2012
Sngmoo Lee,Action|Fantasy|Western,Tony Cox,The Warrior's Way,7.3,2010
Sofia Coppola,Drama,Scarlett Johansson,Lost in Translation,5.7,2003
Sofia Coppola,Drama|Romance,Kirsten Dunst,The Virgin Suicides,5.9,1999
Sofia Coppola,Comedy|Drama,Nathalie Fay,Somewhere,6,2010
Sofia Coppola,Biography|Drama|History|Romance,Kirsten Dunst,Marie Antoinette,7.2,2006
Sol Tryon,Comedy,Jim Gaffigan,The Living Wake,4.5,2007
Spencer Susser,Drama,Joseph Gordon-Levitt,Hesher,6,2010
Spike Jonze,Comedy|Drama|Fantasy,Willie Garson,Being John Malkovich,6.4,1999
Spike Jonze,Comedy|Drama,Nicolas Cage,Adaptation.,6.6,2002
Spike Jonze,Drama|Romance|Sci-Fi,Scarlett Johansson,Her,6.8,2013
Spike Jonze,Adventure|Drama|Family|Fantasy,Catherine O'Hara,Where the Wild Things Are,8.1,2009
Spike Lee,Comedy|Romance,S. Epatha Merkerson,She's Gotta Have It,3.6,1986
Spike Lee,Comedy|Romance|Thriller,Rami Malek,Da Sweet Blood of Jesus,5.1,2014
Spike Lee,Drama|History,Bernie Mac,Get on the Bus,5.4,1996
Spike Lee,Comedy|Documentary,Bernie Mac,The Original Kings of Comedy,5.6,2000
Spike Lee,Drama,Philip Seymour Hoffman,25th Hour,5.8,2002
Spike Lee,Drama,Ruby Dee,Do the Right Thing,5.9,1989
Spike Lee,Comedy|Drama|Musical,Tisha Campbell-Martin,School Daze,6,1988
Spike Lee,Comedy|Drama|Music,Gillian White,Bamboozled,6.2,2000
Spike Lee,Drama|Music|Romance,Denzel Washington,Mo' Better Blues,6.2,1990
Spike Lee,Comedy|Drama,Michael Imperioli,Girl 6,6.3,1996
Spike Lee,Comedy|Drama,Alfre Woodard,Crooklyn,6.4,1994
Spike Lee,Crime|Drama|Romance|Thriller,Mira Sorvino,Summer of Sam,6.8,1999
Spike Lee,Drama|Sport,Denzel Washington,He Got Game,6.9,1998
Spike Lee,Biography|Drama|History|Romance,Denzel Washington,Malcolm X,7.2,1992
Spike Lee,Action|Crime|Drama|Thriller|War,Joseph Gordon-Levitt,Miracle at St. Anna,7.3,2008
Spike Lee,Crime|Drama|Mystery|Thriller,Denzel Washington,Inside Man,7.4,2006
Stacy Peralta,Documentary|Sport,Tony Alva,Dogtown and Z-Boys,4.3,2001
Stacy Peralta,Documentary|History|Sport,Gerry Lopez,Riding Giants,5.5,2004
Stanley Donen,Comedy|Musical|Romance,Rita Moreno,Singin' in the Rain,5.5,1952
Stanley Kramer,Drama|War,Maximilian Schell,Judgment at Nuremberg,5.6,1961
Stanley Kubrick,Comedy,George C. Scott,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,5.3,1964
Stanley Kubrick,Crime|Drama|Romance,James Mason,Lolita,5.4,1962
Stanley Kubrick,Adventure|Drama|History|War,Ryan O'Neal,Barry Lyndon,6.3,1975
Stanley Kubrick,Adventure|Mystery|Sci-Fi,Keir Dullea,2001: A Space Odyssey,6.3,1968
Stanley Kubrick,Drama|Horror,Scatman Crothers,The Shining,6.7,1980
Stanley Kubrick,Crime|Drama|Romance,James Mason,Lolita,7.5,1962
Stanley Kubrick,Drama|Mystery|Thriller,Tom Cruise,Eyes Wide Shut,7.7,1999
Stanley Tong,Action|Comedy,Franoise Yip,Rumble in the Bronx,6.1,1995
Stanton Barrett,Action|Horror,Mikal Vega,Navy Seals vs. Zombies,5.8,2015
Stefan C. Schaefer,Comedy|Drama|Romance,Nicole Beharie,My Last Day Without You,4.8,2011
Stefan Ruzowitzky,Horror|Thriller,Benno Frmann,Anatomy,5.4,2000
Stefan Ruzowitzky,Crime|Drama|Thriller,Charlie Hunnam,Deadfall,5.9,2012
Stefan Ruzowitzky,Action|Comedy|Drama|War,Eddie Izzard,All the Queen's Men,6.5,2001
Stefan Schwartz,Comedy|Crime|Romance,Peter McNamara,Shooting Fish,5.7,1997
Stefen Fangmeier,Action|Adventure|Family|Fantasy,Djimon Hounsou,Eragon,8.1,2006
Stephan Elliott,Comedy|Romance,Colin Firth,Easy Virtue,6.4,2008
Stephan Elliott,Drama|Mystery|Thriller,Jason Priestley,Eye of the Beholder,6.5,1999
Stphane Aubier,Animation|Comedy|Crime|Drama|Family,Mackenzie Foy,Ernest & Celestine,6.4,2012
Stephen Carpenter,Drama|Horror|Mystery|Thriller,Melissa Sagemiller,Soul Survivors,6.4,2001
Stephen Chbosky,Drama|Romance,Logan Lerman,The Perks of Being a Wallflower,6.4,2012
Stephen Chow,Action|Comedy|Sport,Wei Zhao,Shaolin Soccer,6.2,2001
Stephen Chow,Action|Comedy|Crime|Fantasy,Shengyi Huang,Kung Fu Hustle,6.7,2004
Stephen Chow,Comedy|Family|Sci-Fi,Jiao Xu,CJ7,6.7,2008
Stephen Daldry,Drama|Music,Julie Walters,Billy Elliot,5.9,2000
Stephen Daldry,Adventure|Crime|Drama|Mystery|Thriller,Wagner Moura,Trash,6.3,2014
Stephen Daldry,Drama|Romance,Meryl Streep,The Hours,6.9,2002
Stephen Daldry,Drama|Romance,Kate Winslet,The Reader,7.1,2008
Stephen Daldry,Adventure|Drama|Mystery,Tom Hanks,Extremely Loud & Incredibly Close,7.2,2011
Stephen Frears,Comedy|Drama|Romance,Saeed Jaffrey,My Beautiful Laundrette,4.3,1985
Stephen Frears,Crime|Drama|Thriller,Sophie Okonedo,Dirty Pretty Things,6.2,2002
Stephen Frears,Biography|Drama,Steve Coogan,Philomena,6.3,2013
Stephen Frears,Drama|Romance,Keanu Reeves,Dangerous Liaisons,6.4,1988
Stephen Frears,Biography|Drama,Roger Allam,The Queen,6.5,2006
Stephen Frears,Comedy|Drama|Music|Romance,Drake Bell,High Fidelity,6.7,2000
Stephen Frears,Comedy|Drama|Music|War,Bob Hoskins,Mrs Henderson Presents,6.7,2005
Stephen Frears,Comedy|Drama|Romance,Tom Burke,Chri,6.8,2009
Stephen Frears,Drama|Romance,Keanu Reeves,Dangerous Liaisons,6.8,1988
Stephen Frears,Biography|Comedy|Drama|Music|Romance,Meryl Streep,Florence Foster Jenkins,7,2016
Stephen Frears,Drama|Horror|Romance|Thriller,Julia Roberts,Mary Reilly,7.4,1996
Stephen Gaghan,Drama|Thriller,Matt Damon,Syriana,6.1,2005
Stephen Gaghan,Drama|Music|Mystery|Romance|Thriller,Charlie Hunnam,Abandon,6.8,2002
Stephen Gaghan,Drama|Thriller,Matt Damon,Syriana,7.4,2005
Stephen Herek,Comedy|Drama|Fantasy,Henry Ian Cusick,Dead Like Me: Life After Death,5.8,2009
Stephen Herek,Adventure|Comedy|Music|Sci-Fi,Keanu Reeves,Bill & Ted's Excellent Adventure,6.3,1989
Stephen Herek,Comedy|Drama|Family|Sport,Lane Smith,The Mighty Ducks,6.3,1992
Stephen Herek,Drama|Music,Alicia Witt,Mr. Holland's Opus,7.1,1995
Stephen Herek,Comedy|Romance,Angelina Jolie Pitt,Life or Something Like It,7.2,2002
Stephen Herek,Drama|Music,Beth Grant,Rock Star,7.2,2001
Stephen Herek,Action|Comedy,Christina Milian,Man of the House,7.4,2005
Stephen Herek,Comedy|Drama,Kelly Preston,Holy Man,7.5,1998
Stephen Hillenburg,Adventure|Animation|Comedy|Family|Fantasy,Scarlett Johansson,The SpongeBob SquarePants Movie,7.1,2004
Stephen Hopkins,Biography|Drama|Sport,William Hurt,Race,5.9,2016
Stephen Hopkins,Fantasy|Horror|Romance|Thriller,Lisa Wilcox,A Nightmare on Elm Street 5: The Dream Child,6,1989
Stephen Hopkins,Action|Horror|Sci-Fi,Adam Baldwin,Predator 2,7.1,1990
Stephen Hopkins,Horror|Thriller,Stephen Rea,The Reaping,7.2,2007
Stephen Hopkins,Adventure|Drama|Horror|Thriller,Tom Wilkinson,The Ghost and the Darkness,7.5,1996
Stephen Hopkins,Action|Adventure|Family|Sci-Fi|Thriller,Gary Oldman,Lost in Space,7.8,1998
Stephen J. Anderson,Adventure|Animation|Comedy|Family|Musical,Craig Ferguson,Winnie the Pooh,7,2011
Stephen Kay,Biography|Drama,Keanu Reeves,The Last Time I Committed Suicide,5.7,1997
Stephen Kay,Drama|Horror|Mystery|Thriller,Barry Watson,Boogeyman,6.7,2005
Stephen Kay,Action|Crime|Drama|Thriller,Sylvester Stallone,Get Carter,7.2,2000
Stephen Kijak,Biography|Documentary|Music,Brian Eno,Scott Walker: 30 Century Man,4.5,2006
Stephen Langford,Family,Kevin P. Farley,"""Dude",3.3,20000
Stephen Milburn Anderson,Comedy|Crime|Thriller,Chris Hemsworth,Ca$h,6,2010
Stephen Norrington,Action|Horror,Sanaa Lathan,Blade,7.3,1998
Stephen Norrington,Action|Adventure|Fantasy|Sci-Fi,Jason Flemyng,The League of Extraordinary Gentlemen,7.8,2003
Stephen Sommers,Adventure|Comedy|Drama|Family,Curtis Armstrong,The Adventures of Huck Finn,6,1993
Stephen Sommers,Action|Adventure|Horror|Sci-Fi,Djimon Hounsou,Deep Rising,7.3,1998
Stephen Sommers,Action|Adventure|Fantasy|Thriller,Dwayne Johnson,The Mummy Returns,8,2001
Stephen Sommers,Action|Adventure|Sci-Fi|Thriller,Joseph Gordon-Levitt,G.I. Joe: The Rise of Cobra,8.8,2009
Sterling Van Wagenen,Drama|Western,Emily Podleski,The Work and the Glory II: American Zion,6,2005
Stevan Mena,Crime|Horror|Mystery|Thriller,R. Brandon Johnson,Malevolence,3.8,2003
Steve Antin,Drama|Music|Musical|Romance,Eric Dane,Burlesque,7.5,2010
Steve Barron,Adventure|Family|Fantasy|Musical,Martin Landau,The Adventures of Pinocchio,6.9,1996
Steve Beck,Horror,Isaiah Washington,Ghost Ship,6.7,2002
Steve Beck,Horror,Shannon Elizabeth,Thir13en Ghosts,6.7,2001
Steve Bendelack,Comedy|Family,Lily Atkinson,Mr. Bean's Holiday,6.9,2007
Steve Box,Animation|Comedy|Family|Mystery|Sci-Fi,Mark Gatiss,The Curse of the Were-Rabbit,7,2005
Steve Boyum,Comedy|Family,Paul Walker,Meet the Deedles,6.8,1998
Steve Boyum,Action|Drama|Romance|Sport,Channing Tatum,Supercross,7,2005
Steve Buscemi,Comedy|Drama,Kevin Corrigan,Lonesome Jim,4.5,2005
Steve Buscemi,Comedy|Drama,Steve Buscemi,Trees Lounge,5.1,1996
Steve Carr,Comedy,John Witherspoon,Next Friday,6.2,2000
Steve Carr,Action|Comedy|Crime,Erick Avari,Paul Blart: Mall Cop,6.9,2009
Steve Carr,Comedy|Family,Anjelica Huston,Daddy Day Care,7.6,2003
Steve Carr,Comedy|Family|Fantasy,Raven-Symon,Dr. Dolittle 2,7.7,2001
Steve Carver,Action|Crime|Drama|Thriller|Western,David Carradine,Lone Wolf McQuade,5.8,1983
Steve Gomer,Adventure|Family,Trevor Morgan,Barney's Great Adventure,6.5,1998
Steve Hickner,Adventure|Animation|Comedy|Family,Matthew Broderick,Bee Movie,8.4,2007
Steve James,Documentary|Drama|Sport,William Gates,Hoop Dreams,4.7,1994
Steve James,Biography|Drama|Romance|Sport,Kurtwood Smith,Prefontaine,6.1,1997
Steve Martino,Adventure|Animation|Comedy|Family,Francesca Capaldi,The Peanuts Movie,8,2015
Steve Martino,Adventure|Animation|Comedy|Family,Peter Dinklage,Ice Age: Continental Drift,8,2012
Steve McQueen,Drama,Michael Fassbender,Shame,6,2011
Steve McQueen,Biography|Drama|History,Quvenzhan Wallis,12 Years a Slave,6.7,2013
Steve Miner,Horror|Mystery|Thriller,Betsy Palmer,Friday the 13th Part 2,5.1,1981
Steve Miner,Horror|Thriller,Richard Brooker,Friday the 13th Part III,5.4,1982
Steve Miner,Action|Fantasy|Horror|Thriller,Julian Sands,Warlock,6,1989
Steve Miner,Action|Comedy|Horror,Oliver Platt,Lake Placid,6.9,1999
Steve Miner,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,Texas Rangers,7.2,2001
Steve Oedekerk,Action|Comedy,Steve Oedekerk,Kung Pow: Enter the Fist,6.2,2002
Steve Oedekerk,Action|Adventure|Comedy|Crime,Kelly Preston,Nothing to Lose,6.9,1997
Steve Oedekerk,Adventure|Comedy,Bruce Spence,Ace Ventura: When Nature Calls,7.1,1995
Steve Oedekerk,Animation|Comedy|Family,Rob Paulsen,Barnyard,7.5,2006
Steve Pink,Comedy|Romance,Joe Lo Truglio,About Last Night,6.4,2014
Steve Pink,Comedy|Sci-Fi,Adam Scott,Hot Tub Time Machine 2,6.4,2015
Steve Pink,Comedy|Sci-Fi,Charlie McDermott,Hot Tub Time Machine,7.2,2010
Steve Rash,Comedy,Barry Corbin,Held Up,6.1,1999
Steve Rash,Comedy,Mako,Under the Rainbow,6.7,1981
Steve Taylor,Comedy|Drama,Jason Marsden,Blue Like Jazz,5.1,2012
Steve Trenbirth,Adventure|Animation|Family|Musical,Haley Joel Osment,The Jungle Book 2,6.7,2003
Steven Brill,Adventure|Comedy|Mystery,Antony Starr,Without a Paddle,7,2004
Steven Brill,Comedy|Drama,Lisa Ann Walter,Drillbit Taylor,7.2,2008
Steven Brill,Comedy|Romance,Steve Buscemi,Mr. Deeds,7.4,2002
Steven Brill,Comedy|Fantasy,Adam Sandler,Little Nicky,7.8,2000
Steven E. de Souza,Action|Adventure|Comedy|Thriller,Ming-Na Wen,Street Fighter,7.1,1994
Steven Quale,Horror,Emma Bell,Final Destination 5,7.2,2011
Steven Quale,Action|Thriller,Matt Walsh,Into the Storm,7.4,2014
Steven R. Monroe,Horror|Thriller,Sarah Butler,I Spit on Your Grave,5.2,2010
Steven Seagal,Action|Adventure|Thriller,Mike Starr,On Deadly Ground,7.4,1994
Steven Shainberg,Comedy|Drama|Romance,Jeremy Davies,Secretary,5.7,2002
Steven Shainberg,Biography|Drama|Romance,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus,6.6,2006
Steven Soderbergh,Crime|Drama|Thriller,Channing Tatum,Side Effects,3.8,2013
Steven Soderbergh,Comedy|Romance,Julia Roberts,Full Frontal,5.4,2002
Steven Soderbergh,Comedy|Drama,Channing Tatum,Magic Mike,6.1,2012
Steven Soderbergh,Crime|Drama|Mystery|Thriller,Peter Fonda,The Limey,6.2,1999
Steven Soderbergh,Action|Thriller,Channing Tatum,Haywire,6.8,2011
Steven Soderbergh,Comedy|Crime|Drama|Thriller,Matt Damon,The Informant!,6.8,2009
Steven Soderbergh,Crime|Drama|Thriller,Channing Tatum,Side Effects,7,2013
Steven Soderbergh,Drama|Mystery|Thriller,Tony Curran,The Good German,7.1,2006
Steven Soderbergh,Biography|Drama,Julia Roberts,Erin Brockovich,7.4,2000
Steven Soderbergh,Crime|Drama|Romance|Thriller,Don Cheadle,Out of Sight,7.4,1998
Steven Soderbergh,Crime|Drama|Thriller,Michael O'Neill,Traffic,7.4,2000
Steven Soderbergh,Drama|Thriller,Matt Damon,Contagion,7.6,2011
Steven Soderbergh,Crime|Thriller,Al Pacino,Ocean's Thirteen,7.9,2007
Steven Soderbergh,Crime|Thriller,Brad Pitt,Ocean's Eleven,7.9,2001
Steven Soderbergh,Crime|Thriller,Brad Pitt,Ocean's Twelve,8.1,2004
Steven Spielberg,Family|Sci-Fi,Henry Thomas,E.T. the Extra-Terrestrial,6.3,1982
Steven Spielberg,Adventure|Drama|Thriller,Roy Scheider,Jaws,6.4,1975
Steven Spielberg,Drama,Oprah Winfrey,The Color Purple,6.5,1985
Steven Spielberg,Action|Adventure,Harrison Ford,Raiders of the Lost Ark,6.8,1981
Steven Spielberg,Drama|Sci-Fi,Bob Balaban,Close Encounters of the Third Kind,6.8,1977
Steven Spielberg,Biography|Drama|History,Liam Neeson,Schindler's List,6.9,1993
Steven Spielberg,Action|Adventure,Harrison Ford,Indiana Jones and the Temple of Doom,7,1984
Steven Spielberg,Action|Comedy|War,Christopher Lee,1941,7.1,1979
Steven Spielberg,Drama|History,Anthony Hopkins,Amistad,7.3,1997
Steven Spielberg,Drama|History|Thriller,Tom Hanks,Bridge of Spies,7.3,2015
Steven Spielberg,Action|Adventure|Fantasy,Harrison Ford,Indiana Jones and the Last Crusade,7.4,1989
Steven Spielberg,Biography|Crime|Drama,Leonardo DiCaprio,Catch Me If You Can,7.5,2002
Steven Spielberg,Adventure|Sci-Fi|Thriller,Wayne Knight,Jurassic Park,7.6,1993
Steven Spielberg,Action|Drama|War,Tom Hanks,Saving Private Ryan,7.7,1998
Steven Spielberg,Adventure|Comedy|Family|Fantasy,Robin Williams,Hook,7.7,1991
Steven Spielberg,Biography|Drama|History|War,Joseph Gordon-Levitt,Lincoln,7.7,2012
Steven Spielberg,Drama|War,Jeremy Irvine,War Horse,7.7,2011
Steven Spielberg,Action|Adventure|Sci-Fi,Ariana Richards,The Lost World: Jurassic Park,7.8,1997
Steven Spielberg,Comedy|Drama,Tom Hanks,The Terminal,7.8,2004
Steven Spielberg,Drama|History|Thriller,Ayelet Zurer,Munich,7.8,2005
Steven Spielberg,Adventure|Drama|Sci-Fi,Haley Joel Osment,A.I. Artificial Intelligence,8,2001
Steven Spielberg,Action|Mystery|Sci-Fi|Thriller,Tom Cruise,Minority Report,8.1,2002
Steven Spielberg,Action|Adventure|Family|Mystery,Toby Jones,The Adventures of Tintin,8.3,2011
Steven Spielberg,Adventure|Family|Fantasy,Mark Rylance,The BFG,8.3,2016
Steven Spielberg,Adventure|Sci-Fi|Thriller,Tom Cruise,War of the Worlds,8.3,2005
Steven Spielberg,Action|Adventure|Fantasy,Harrison Ford,Indiana Jones and the Kingdom of the Crystal Skull,53,2008
Steven Zaillian,Drama|Thriller,Kate Winslet,All the King's Men,7.5,2006
Steven Zaillian,Drama,Robert Duvall,A Civil Action,7.6,1998
Stewart Hendler,Horror|Mystery,Julian Morris,Sorority Row,6.4,2009
